Time(t),recommendation_Time(t),fingerprint_Time(t),K5027 TE Kiln channel temperature SH1_real,K5028 TE Kiln channel temperarute SH2_real,K5026 TE1 Kiln temperature (Pyrometer 1)_real,K5026 TE2 Kiln temperature (Pyrometer 2)_real,K5001AC Combustion Air Blower actual speed [rpm]_real,Coal fuel counter actual [kg]_real,K5314 FIC Controller Output_real,K5351AC Rotary valve speed %_real,K5352AC Rotary valve speed %_real,K5353AC Rotary valve speed %_real,K5354AC Rotary valve speed %_real,K5355AC Rotary valve speed %_real,K5356AC Rotary valve speed %_real,K5357AC Rotary valve speed %_real,K5358AC Rotary valve speed %_real,K5359AC Rotary valve speed %_real,K5360AC Rotary valve speed %_real,K5027 TE Kiln channel temperature SH1_recommended,K5028 TE Kiln channel temperarute SH2_recommended,K5026 TE1 Kiln temperature (Pyrometer 1)_recommended,K5026 TE2 Kiln temperature (Pyrometer 2)_recommended,K5001AC Combustion Air Blower actual speed [rpm]_recommended,Coal fuel counter actual [kg]_recommended,K5314 FIC Controller Output_recommended,K5351AC Rotary valve speed %_recommended,K5352AC Rotary valve speed %_recommended,K5353AC Rotary valve speed %_recommended,K5354AC Rotary valve speed %_recommended,K5355AC Rotary valve speed %_recommended,K5356AC Rotary valve speed %_recommended,K5357AC Rotary valve speed %_recommended,K5358AC Rotary valve speed %_recommended,K5359AC Rotary valve speed %_recommended,K5360AC Rotary valve speed %_recommended
2024-10-14 15:00:00,2024-10-14 15:15:00,2024-10-14 13:31:00,1049.305542,1050.347168,1032.436279,1082.118042,1650.559814,29.223663,57.0,64.404297,74.09668,74.664307,69.53125,54.711914,49.01123,76.940918,76.940918,76.940918,76.940918,1046.875,1045.138794,1018.663208,1076.707153,1665.384766,223.896149,50.0,56.494141,64.996338,65.496826,60.992432,47.991943,42.993164,67.492676,67.492676,67.492676,67.492676
2024-10-14 15:00:00,2024-10-14 15:15:00,2024-10-14 13:31:00,1049.305542,1050.347168,1032.436279,1082.118042,1650.559814,29.223663,57.0,64.404297,74.09668,74.664307,69.53125,54.711914,49.01123,76.940918,76.940918,76.940918,76.940918,1046.875,1045.138794,1018.663208,1076.707153,1665.384766,223.896149,50.0,56.494141,64.996338,65.496826,60.992432,47.991943,42.993164,67.492676,67.492676,67.492676,67.492676
2024-10-14 15:00:00,2024-10-14 15:15:00,2024-10-14 13:31:00,1049.305542,1050.347168,1032.436279,1082.118042,1650.559814,29.223663,57.0,64.404297,74.09668,74.664307,69.53125,54.711914,49.01123,76.940918,76.940918,76.940918,76.940918,1046.875,1045.138794,1018.663208,1076.707153,1665.384766,223.896149,50.0,56.494141,64.996338,65.496826,60.992432,47.991943,42.993164,67.492676,67.492676,67.492676,67.492676
2024-10-14 15:00:00,2024-10-14 15:15:00,2024-10-14 13:31:00,1049.305542,1050.347168,1032.436279,1082.118042,1650.559814,29.223663,57.0,64.404297,74.09668,74.664307,69.53125,54.711914,49.01123,76.940918,76.940918,76.940918,76.940918,1046.875,1045.138794,1018.663208,1076.707153,1665.384766,223.896149,50.0,56.494141,64.996338,65.496826,60.992432,47.991943,42.993164,67.492676,67.492676,67.492676,67.492676
2024-10-14 15:00:00,2024-10-14 15:15:00,2024-10-14 13:31:00,1049.305542,1050.347168,1032.436279,1082.118042,1650.559814,29.223663,57.0,64.404297,74.09668,74.664307,69.53125,54.711914,49.01123,76.940918,76.940918,76.940918,76.940918,1046.875,1045.138794,1018.663208,1076.707153,1665.384766,223.896149,50.0,56.494141,64.996338,65.496826,60.992432,47.991943,42.993164,67.492676,67.492676,67.492676,67.492676
2024-10-14 15:00:00,2024-10-14 15:15:00,2024-10-14 13:31:00,1049.305542,1050.347168,1032.436279,1082.118042,1650.559814,29.223663,57.0,64.404297,74.09668,74.664307,69.53125,54.711914,49.01123,76.940918,76.940918,76.940918,76.940918,1046.875,1045.138794,1018.663208,1076.707153,1665.384766,223.896149,50.0,56.494141,64.996338,65.496826,60.992432,47.991943,42.993164,67.492676,67.492676,67.492676,67.492676
2024-10-14 15:00:00,2024-10-14 15:15:00,2024-10-14 13:31:00,1049.305542,1050.347168,1032.436279,1082.118042,1650.559814,29.223663,57.0,64.404297,74.09668,74.664307,69.53125,54.711914,49.01123,76.940918,76.940918,76.940918,76.940918,1046.875,1045.138794,1018.663208,1076.707153,1665.384766,223.896149,50.0,56.494141,64.996338,65.496826,60.992432,47.991943,42.993164,67.492676,67.492676,67.492676,67.492676
2024-10-14 15:00:00,2024-10-14 15:15:00,2024-10-14 13:31:00,1049.305542,1050.347168,1032.436279,1082.118042,1650.559814,29.223663,57.0,64.404297,74.09668,74.664307,69.53125,54.711914,49.01123,76.940918,76.940918,76.940918,76.940918,1046.875,1045.138794,1018.663208,1076.707153,1665.384766,223.896149,50.0,56.494141,64.996338,65.496826,60.992432,47.991943,42.993164,67.492676,67.492676,67.492676,67.492676
2024-10-14 15:00:00,2024-10-14 15:15:00,2024-10-14 13:31:00,1049.305542,1050.347168,1032.436279,1082.118042,1650.559814,29.223663,57.0,64.404297,74.09668,74.664307,69.53125,54.711914,49.01123,76.940918,76.940918,76.940918,76.940918,1046.875,1045.138794,1018.663208,1076.707153,1665.384766,223.896149,50.0,56.494141,64.996338,65.496826,60.992432,47.991943,42.993164,67.492676,67.492676,67.492676,67.492676
2024-10-14 15:00:00,2024-10-14 15:15:00,2024-10-14 13:31:00,1049.305542,1050.347168,1032.436279,1082.118042,1650.559814,29.223663,57.0,64.404297,74.09668,74.664307,69.53125,54.711914,49.01123,76.940918,76.940918,76.940918,76.940918,1046.875,1045.138794,1018.663208,1076.707153,1665.384766,223.896149,50.0,56.494141,64.996338,65.496826,60.992432,47.991943,42.993164,67.492676,67.492676,67.492676,67.492676
